Rank;Tier;Username;Join Date;Gold Medals;Silver Medals;Bronze Medals;Points
1;grandmaster;Chris Deotte;2018;58;16;3;4472
2;grandmaster;Abhishek Thakur;2011;60;23;20;3715
3;master;Marília Prata;2019;11;24;274;2821
4;grandmaster;DanB;2011;43;9;23;2727
5;grandmaster;Y.Nakama;2018;28;7;5;2152
6;grandmaster;Andrada Olteanu;2020;25;7;5;1865
7;grandmaster;DATAI;2017;19;7;7;1810
8;grandmaster;Carl McBride Ellis;2020;15;22;58;1758
9;grandmaster;dataista0 (Julián Peller);2017;15;13;13;1737
10;grandmaster;Andrew Lukyanenko;2017;42;24;24;1736
11;grandmaster;Yam Peleg;2015;15;6;42;1709
12;grandmaster;Subin An;2019;24;9;47;1689
13;grandmaster;Awsaf;2020;17;5;11;1565
14;grandmaster;torch;2018;15;2;14;1558
15;grandmaster;Rob Mulla;2016;25;13;41;1544
16;grandmaster;Vitalii Mokin;2018;20;14;61;1510
17;grandmaster;xhlulu;2019;30;16;36;1488
18;grandmaster;Bojan Tunguz;2016;24;51;157;1472
19;grandmaster;Mr_KnowNothing;2019;16;5;4;1420
20;grandmaster;Yaroslav Isaienkov;2018;16;3;12;1410
21;grandmaster;Martin Kovacevic Buvinic;2018;19;19;8;1390
22;grandmaster;Prashant Banerjee;2018;29;14;0;1354
23;grandmaster;chumajin;2020;18;4;4;1326
24;grandmaster;SRK;2013;30;13;21;1244
25;grandmaster;Vopani;2013;17;11;7;1237
26;grandmaster;Parul Pandey;2016;17;16;17;1226
27;grandmaster;tito;2016;16;4;5;1221
28;master;Tensor Girl;2015;11;0;0;1188
29;master;Gunes Evitan;2019;10;7;11;1186
30;grandmaster;Ruchi Bhatia;2019;18;2;1;1158
31;grandmaster;Heads or Tails;2017;22;0;0;1155
32;grandmaster;Gabriel Preda;2017;29;28;56;1153
33;grandmaster;Shivam Bansal;2018;26;12;28;1150
34;grandmaster;Leonie;2020;16;6;4;1128
35;grandmaster;Alex Shonenkov;2018;18;4;6;1119
36;master;Ammar Alhaj Ali;2021;12;7;20;1118
37;master;Sanskar Hasija;2021;13;9;4;1118
38;master;Hidehisa Arai;2018;13;5;8;1113
39;grandmaster;AndresHG;2020;16;6;1;1099
40;master;ColinMorris;2016;10;7;9;1097
41;grandmaster;Rachael Tatman;2017;32;28;61;1064
42;grandmaster;Aleksey Bilogur;2017;16;15;41;1049
43;master;Remek Kinas;2020;7;17;0;1045
44;grandmaster;Karnika Kapoor;2019;15;0;0;1027
45;grandmaster;Kostiantyn Isaienkov;2017;19;10;22;1023
46;grandmaster;Yirun Zhang;2019;17;12;13;972
47;master;Fares Sayah;2019;11;17;17;941
48;master;Theo Viel;2018;10;16;10;939
49;grandmaster;corochann;2016;16;5;10;928
50;expert;Yassine Ghouzam;2017;3;1;2;928
51;master;Debarshi Chanda;2020;8;13;9;927
52;master;Slawek Biel;2018;7;5;6;897
53;master;Ertuðrul Demir;2020;14;3;5;895
54;grandmaster;Shahules;2017;15;7;9;888
55;master;Lucas Morin;2020;9;7;14;886
56;master;Darek K?eczek;2018;8;9;14;885
57;grandmaster;Iafoss;2018;19;2;8;879
58;grandmaster;Sharlto Cope;2014;15;2;0;871
59;grandmaster;Tarun Paparaju;2018;17;6;10;861
60;master;mugen88;2020;14;6;16;858
61;grandmaster;DimitreOliveira;2018;16;11;24;845
62;master;Darien Schettler;2018;6;9;26;844
63;master;M. Gagan Chandra;2021;2;22;16;837
64;master;BEXGBoost;2020;11;7;4;827
65;grandmaster;Peter;2017;18;15;7;822
66;grandmaster;Janio Martinez Bachmann;2018;15;3;1;820
67;grandmaster;Laura Fink;2016;18;7;3;819
68;expert;stpete_ishii;2019;0;1;45;814
69;master;ilovescience;2017;11;9;15;799
70;master;Ishan Dutta;2020;6;10;7;789
71;master;OH SEOK KIM;2020;6;11;14;786
72;grandmaster;Konstantin Yakovlev;2019;17;14;10;785
73;master;kkiller;2018;7;15;8;780
74;master;Tanay Mehta;2019;8;14;28;773
75;master;BIZEN;2015;4;12;11;771
76;master;Radmir Zosimov;2021;8;12;10;758
77;master;Fahad Mehfooz;2021;11;9;0;756
78;grandmaster;Yury Kashnitsky;2014;16;18;28;748
79;master;Heroseo;2020;8;9;12;747
80;master;Ayush Thakur;2019;6;12;19;746
81;master;JeongBin Park;2021;4;19;25;738
82;expert;Gaurav Dutta;2020;0;2;65;735
83;master;Luca Massaron;2012;6;10;23;729
84;grandmaster;Anisotropic;2017;16;4;3;712
85;master;Andrey Shtrauss;2021;8;11;2;697
86;master;YuyaYamamoto;2016;9;6;16;696
87;grandmaster;Ekrem Bayar;2017;15;5;18;695
88;master;Pavan Sanagapati;2018;9;2;9;682
89;master;Kishal Mandal;2021;3;11;22;682
90;master;Manav;2019;6;7;13;681
91;master;Michal Bogacz;2019;10;15;6;679
92;master;Brenda N;2019;7;13;0;675
93;master;Erik Bruin;2018;14;2;0;667
94;master;Alexander Ryzhkov;2012;7;7;17;665
95;grandmaster;Wei Hao Khoong;2018;15;9;15;660
96;master;Vahideh Dashti;2020;14;2;0;658
97;expert;Serigne;2017;2;1;3;655
98;master;Mohamed Bakrey;2021;2;13;40;631
99;master;katsu1110;2016;6;11;31;625
100;master;yone-moto;2020;0;21;6;613
101;master;Trigram;2020;6;9;29;611
102;master;Tarek Hamdi;2018;11;8;20;609
103;master;ootake;2021;5;9;1;600
104;master;Hamza;2020;5;8;7;598
105;master;Tawara;2016;7;12;9;590
106;master;Thomas Konstantin;2020;6;15;28;575
107;master;??;2020;10;13;19;572
108;grandmaster;Leonardo Ferreira;2017;17;11;14;570
109;master;Tanishq Gautam;2020;10;7;7;567
110;grandmaster;Mobassir;2018;18;5;7;565
111;master;Abhinand;2019;6;6;0;565
112;master;AmbrosM;2021;5;5;4;560
113;expert;Chris X;2018;0;7;90;557
114;master;Kaan BOKE;2021;2;13;7;547
115;grandmaster;JohnM;2015;15;9;13;543
116;expert;blue7red;2021;0;0;26;541
117;master;Giba;2013;12;18;24;539
118;master;Zahra Amini;2021;3;11;9;538
119;master;Will Koehrsen;2017;11;4;2;536
120;expert;DLastStark;2021;4;3;9;536
121;master;Murilão;2020;9;1;0;534
122;master;Jun Hyeok;2021;2;8;18;534
123;master;Nitesh Yadav;2020;7;9;0;530
124;master;Geir Drange;2019;3;7;20;522
125;master;Ahmet Erdem;2016;8;13;17;513
126;master;des.;2020;4;12;6;513
127;master;Siddharth Yadav;2018;5;7;9;511
128;master;Ashwini Swain;2017;8;9;6;506
129;master;Sonali singh;2019;1;14;3;505
130;master;Sreevishnu Damodaran;2021;6;6;2;502
131;master;Caesar Lupum;2020;8;7;41;499
132;master;Maunish dave;2019;5;6;9;495
133;master;Dmitry Uarov;2021;2;15;6;495
134;expert;Kaggle Kerneler;2018;0;1;5;491
135;grandmaster;Nanashi;2019;17;5;0;488
136;master;Chryzal;2021;3;8;5;487
137;expert;Devlikamov Vlad;2020;8;0;0;483
138;master;Yotoro;2021;5;6;8;482
139;master;Puru Behl;2019;2;14;39;474
140;expert;sin;2020;6;2;5;472
141;expert;Maxim Kazantsev;2021;6;1;18;467
142;expert;Kun Hao Yeh;2018;4;5;3;465
143;master;Qishen Ha;2016;10;6;0;462
144;expert;Jiashen Liu;2017;1;2;13;461
145;master;NAIN;2016;5;17;21;460
146;expert;Lonnie;2020;1;7;27;457
147;master;T88;2019;4;10;4;456
148;master;ajsw;2021;3;10;2;456
149;master;Somayyeh Gholami;2020;7;4;2;455
150;master;Konrad Banachewicz;2011;5;14;28;452
151;master;Alin Cijov;2020;8;3;38;451
152;master;tensor choko;2020;0;11;19;449
153;master;Mark Wijkhuizen;2020;5;5;6;446
154;master;Anandhu H;2021;1;16;0;446
155;expert;Robin;2021;2;4;0;446
156;master;Alexander Teplyuk;2018;10;20;22;445
157;master;Siti Khotijah;2019;3;11;37;443
158;master;Ilia Larchenko;2017;7;4;2;442
159;master;Kamogawa_Horumo;2020;3;7;1;441
160;grandmaster;Dieter;2018;18;6;5;438
161;master;Salman Ibne Eunus;2020;1;15;36;435
162;master;Halime Doðan;2021;2;12;1;434
163;master;K Scott Mader;2013;12;18;68;430
164;master;Sercan Yeþilöz;2019;3;11;6;426
165;master;M.Innat;2018;6;9;12;425
166;master;Iman Jowkar;2021;0;14;24;425
167;grandmaster;Firat Gonen;2019;16;4;3;424
168;master;Yash Patel;2021;0;15;9;423
169;master;Ludovico Cuoghi;2021;1;14;2;418
170;expert;Baris Dincer;2021;0;1;45;418
171;master;Ulrich G.;2018;4;9;9;416
172;master;Hongnan G;2019;8;7;2;412
173;master;Nayu.T.S.;2020;3;8;27;410
174;master;raddar;2016;9;11;9;409
175;expert;Josh;2020;5;3;9;409
176;master;Ankit Kalauni;2021;0;12;7;404
177;expert;sazuma;2018;4;3;7;401
178;expert;Alien;2021;5;2;11;398
179;master;Takoi;2016;5;6;5;396
180;master;Niwashi;2020;4;8;4;396
181;expert;Hiroshi Oshio;2021;4;5;0;396
182;expert;Kalilur Rahman;2020;0;4;33;394
183;master;David Roberts;2020;3;8;13;394
184;master;salah sammari;2020;0;13;28;393
185;master;Yue Sun;2021;3;10;14;391
186;master;Maksym Shkliarevskyi;2020;3;8;10;390
187;expert;Adriano Passos;2017;1;8;13;387
188;master;Madhan Chandrasekharan;2021;2;11;15;381
189;master;Jonas Paluci Barbosa;2021;1;11;11;381
190;master;Roman;2018;7;7;3;374
191;master;Vivek Chowdhury;2019;1;11;5;374
192;master;CPMP;2013;13;7;15;373
193;master;Fellipe Gomes;2018;1;11;35;372
194;expert;mlanhenke;2020;3;5;8;369
195;master;lucif3r;2021;2;16;5;369
196;expert;Bhuvan Chennoju;2019;7;1;0;366
197;expert;Yasir Hussein Shakir;2020;1;7;23;366
198;master;Sohom Majumder;2020;1;9;24;365
199;master;Ishara Neranjana;2021;2;8;0;365
200;master;Faisal Qureshi;2020;2;12;1;363
201;master;Laurent Pourchot;2021;2;9;10;363
202;master;mysar ahmad bhat;2021;2;9;8;362
203;master;Welf Crozzo;2018;5;10;22;361
204;master;Ibtesam Ahmed;2018;5;5;3;355
205;expert;Amy Jang;2020;3;2;10;350
206;grandmaster;olivier;2016;17;10;9;349
207;master;Anshi Gupta;2020;7;4;0;349
208;master;Kunaal Naik;2018;4;9;7;347
209;master;Tolga;2015;4;8;8;344
210;master;Paulo Pinto;2016;13;14;30;344
211;grandmaster;kxx;2013;16;5;7;342
212;master;ratan rohith;2018;12;3;0;342
213;master;Siddhartha;2018;13;9;12;341
214;master;Tucker Arrants;2020;2;13;7;339
215;master;Vipin Kumar;2020;3;9;3;332
216;master;Moore;2020;3;10;11;332
217;expert;Kaveh Shahhosseini;2020;0;8;12;329
218;master;Aleksandra Deis;2018;7;5;13;328
219;master;Ashish Gupta;2018;12;8;23;327
220;master;NowYSM;2017;5;21;58;326
221;master;Woo Seung Han;2020;1;9;0;326
222;expert;DrCapa;2019;1;7;30;325
223;master;Rohit Singh;2020;7;6;10;323
224;master;Mehran Kazeminia;2020;1;11;9;322
225;master;Francois Lemarchand;2019;4;6;5;320
226;master;Aryan Tiwari;2021;1;10;9;320
227;master;James Trotman;2015;1;12;26;319
228;master;PAVAN KUMAR D;2019;1;15;2;316
229;expert;Jeong-Yoon Lee;2012;3;4;13;315
230;master;Arvinth Sss;2020;0;10;3;312
231;expert;Kartik Khandelwal;2021;2;3;12;312
232;master;Kaito;2020;2;8;3;311
233;expert;Takamichi Toda;2018;2;3;15;310
234;expert;Aditi Mulye;2021;3;6;8;310
235;master;Nagesh Singh Chauhan;2018;2;11;15;309
236;master;Shreya Sajal;2020;3;10;1;309
237;master;Pranjal Verma;2020;3;8;1;307
238;expert;Nicholas Broad ??;2020;2;4;9;306
239;master;Ken Miller;2017;1;10;11;305
240;master;Kheirallah Samaha;2017;2;12;19;304
241;expert;Miguel Fzzz;2021;2;5;5;304
242;master;u++;2018;4;7;19;303
243;expert;Lindada;2017;6;0;5;302
244;master;Naresh Bhat;2020;2;9;1;301
245;master;Madhav Mathur;2020;7;5;3;301
246;expert;kushal Agrawal;2021;7;2;3;301
247;expert;KS;2018;3;5;7;298
248;expert;nvnn;2019;4;2;4;298
249;master;Kosta R;2021;0;11;8;298
250;expert;Jagan;2016;5;2;2;296
251;grandmaster;Xavier;2017;15;2;0;295
252;expert;KritiDoneria;2018;0;3;27;295
253;expert;Camaro;2018;3;2;9;295
254;master;Yogita Darade;2021;2;11;2;295
255;master;Henrique Mendonça;2016;13;6;7;294
256;master;Sreshta Putchala;2019;7;5;5;294
257;master;Kunal;2019;0;10;1;293
258;expert;Burak Kanber;2021;1;6;3;293
259;master;Larxel;2017;6;6;6;290
260;master;Ata Saygýn Odabaþý;2021;0;12;3;290
261;expert;somuSan;2020;2;2;7;287
262;master;Rafet Can Kandar;2021;0;14;3;287
263;expert;zhangxin;2018;1;2;10;286
264;master;fireflies;2019;2;8;1;286
265;expert;Xingyu Bian;2019;1;1;7;286
266;master;Harsh Jain;2019;1;10;9;286
267;expert;Old Monk;2014;0;7;23;284
268;master;Saurav Anand;2019;3;7;20;284
269;master;Wojtek Rosa;2020;5;5;6;284
270;expert;Luiz Bueno;2021;0;6;12;283
271;master;steubk;2014;2;9;12;281
272;expert;Kostya Atarik;2018;8;1;4;280
273;master;Carlo Lepelaars;2018;6;10;5;280
274;expert;Gerry;2019;0;0;10;279
275;expert;Masum Rumi;2017;2;0;8;277
276;expert;Nadia Nizam;2021;5;0;0;277
277;expert;Kaushal Shah;2018;3;4;18;276
278;expert;Siddharth Kulkarni;2021;0;9;9;275
279;master;Tommaso Guerrini;2015;2;10;8;274
280;master;OrKatz;2017;5;8;5;274
281;grandmaster;Noah Weber;2018;15;0;11;272
282;expert;Shahrayar;2021;1;8;3;269
283;expert;Chien-Hsiang Hung;2021;3;4;9;269
284;expert;Jeremy Howard;2011;9;0;0;267
285;expert;Prashans Dixit;2020;1;2;8;267
286;expert;Mat Leonard;2019;7;0;1;266
287;expert;James McGuigan;2015;0;7;29;265
288;expert;Georgii Vyshnia;2016;0;9;24;265
289;expert;Benjamin Minixhofer;2017;8;0;0;265
290;expert;Alex Teboul;2019;2;1;3;265
291;master;Anshul Sharma;2018;4;6;6;264
292;expert;Muhammad Imran Zaman;2021;2;3;14;264
293;master;Black Mamba;2020;1;10;10;263
294;expert;Meet Nagadia;2021;0;1;27;263
295;expert;Lavanya Shukla;2018;2;5;3;262
296;master;Victor Basu;2018;3;9;14;262
297;master;Naim Mhedhbi;2020;2;8;14;261
298;expert;Kouki;2020;3;3;5;261
299;master;Siavash;2019;6;5;5;258
300;master;ask9;2018;3;11;4;257
301;master;Nitin Datta;2019;7;5;3;257
302;expert;SandhyaKrishnan02;2021;0;6;7;257
303;master;Jung;2018;7;5;6;256
304;master;Saurabh Shahane;2019;1;12;3;255
305;master;Shuhao Cao;2019;4;9;5;255
306;master;Naman Manchanda;2020;1;10;1;255
307;master;Akash Patel;2020;0;11;0;254
308;expert;Leo0523;2018;2;4;0;253
309;master;beluga;2012;12;14;29;252
310;expert;Parth Dhameliya;2021;3;4;5;252
311;master;Ravi Chaubey;2019;2;13;8;250
312;expert;BHARTI PRASAD;2020;5;2;0;250
313;expert;Devakumar K. P.;2018;1;3;8;249
314;master;Paramartha Sengupta;2020;2;10;2;249
315;expert;Aditya Sharma;2021;1;3;8;249
316;master;Bulent Siyah;2018;6;7;5;248
317;expert;Carrie CH;2020;0;4;17;248
318;expert;Manas Garg;2020;0;8;5;248
319;expert;Mostafa Alaa;2021;1;7;3;247
320;master;FabienDaniel;2017;6;5;7;245
321;master;Chanran Kim;2018;3;14;12;245
322;master;Gaurav Rajesh Sahani;2020;0;11;21;245
323;master;Aditya Soni;2017;6;7;9;242
324;master;BryanB;2017;1;11;11;240
325;expert;Carlos Souza;2017;5;3;10;240
326;expert;Chaitanya;2021;1;8;1;239
327;master;Mrigendra Agrawal;2020;1;9;4;238
328;expert;Muhammad Raafat;2021;4;2;0;238
329;expert;Sourav Banerjee;2021;5;0;1;237
330;master;akensert;2019;4;7;3;236
331;expert;ryoichi0917;2019;0;7;2;236
332;expert;Datalira;2020;1;5;24;234
333;master;Jiwei Liu;2013;4;7;6;233
334;expert;Craig Thomas;2018;1;5;7;232
335;master;Marco Vasquez E;2020;5;6;1;229
336;master;vyom bhatia;2020;1;9;13;228
337;master;Aditta Das Nishad;2020;0;10;18;228
338;expert;Shanmukh;2020;0;5;22;228
339;expert;Knightbearr;2021;0;4;20;227
340;master;Scirpus;2015;8;16;83;223
341;expert;Rezvan Rah;2021;0;5;10;223
342;expert;Mathurin Aché;2012;0;1;17;222
343;master;Rohan Paul;2021;0;11;4;222
344;expert;Ranjeet shrivastav;2020;0;5;18;221
345;expert;nyanp;2018;1;4;6;220
346;expert;Sayantan Mazumdar;2021;1;2;12;220
347;master;anokas;2016;13;10;12;219
348;master;Tien Tran;2019;6;4;0;219
349;master;Diksha Bhati;2021;0;10;10;219
350;master;ryches;2017;5;10;16;218
351;master;Marie;2019;4;7;0;218
352;master;Kassem;2019;2;8;11;217
353;expert;Mahmoud Limam;2021;0;6;14;217
354;expert;Tetsuya Sasaki;2021;0;0;21;217
355;expert;zzy;2018;2;4;7;216
356;master;Aayush Mishra;2020;2;8;12;216
357;expert;Yassine Alouini;2014;4;5;20;215
358;master;Harsh Sharma;2019;3;7;3;215
359;master;datajameson;2021;1;10;6;215
360;master;Akshat Dubey;2019;1;12;13;214
361;expert;Ankit Gupta;2020;3;3;0;214
362;master;Sameer1502;2021;0;10;0;212
363;expert;Ahmed Dawoud;2021;1;3;9;212
364;master;Chanakya Vivek Kapoor;2020;1;9;2;211
365;expert;Samuel Cortinhas;2021;0;3;11;211
366;master;amrrs;2015;5;13;24;210
367;master;PAB97;2018;4;6;5;210
368;expert;Gabriel Atkin;2019;0;0;15;210
369;expert;A SURESH;2019;0;6;19;210
370;expert;Naman Jaswani;2020;1;3;13;210
371;expert;Andrej Marinchenko;2021;0;2;11;210
372;master;Daniel Preciado;2019;5;10;24;209
373;master;Mohaiminul Islam;2019;0;12;3;209
374;expert;Pierre-Louis DANIEAU;2020;0;8;2;209
375;expert;Aayush Jain;2020;2;7;5;209
376;master;Aman Kumar;2019;2;8;8;208
377;expert;Yegor Biryukov;2019;3;3;8;207
378;expert;Baek Kyun Shin;2019;1;3;7;207
379;expert;ANIBAH;2021;0;8;3;207
380;master;shivan kumar;2019;3;9;10;206
381;master;Ritesh Yadav;2020;1;9;9;206
382;expert;Tong Hui Kang;2018;1;2;11;205
383;master;Zohaib Ahmed;2020;2;9;1;205
384;expert;mohamed_zayton;2020;2;7;1;205
385;expert;Georgii Sirotenko;2021;2;5;2;204
386;expert;Robin Smits;2017;3;4;7;203
387;expert;Fedi Ben Messaoud;2020;4;4;1;203
388;master;Paras Varshney;2020;2;9;6;203
389;expert;Amin;2019;1;1;4;202
390;expert;Samarth Agarwal;2014;1;2;3;201
391;master;Poonam Ligade;2015;8;3;2;201
392;expert;Niharika Pandit;2019;1;6;3;201
393;master;SHREYAS P J;2020;0;10;1;201
394;expert;Mohammad Kashif;2020;0;4;11;200
395;expert;Berkay Alan;2019;0;4;17;199
396;expert;Raahul Saxena;2017;0;7;2;198
397;expert;Abraham Anderson;2020;0;4;16;197
398;expert;Homayoon khadivi;2020;1;5;7;197
399;expert;Jesper Sören Dramsch;2017;4;5;1;196
400;master;Gopi Durgaprasad;2018;2;8;15;196
401;master;Dhananjay Raut;2019;3;7;5;196
402;expert;Mehmet Akturk;2020;0;6;15;196
403;expert;Kemal Gunay;2019;0;0;21;195
404;expert;Maximiliano Diaz Battan;2021;0;5;8;195
405;expert;Tung M Phung;2015;4;0;2;194
406;expert;Vetrivel-PS;2018;6;0;0;194
407;master;Hieu Phung;2018;3;9;13;194
408;master;Jagdish Mirchandani;2019;1;9;15;194
409;expert;colum2131;2020;2;2;4;194
410;expert;Ultron;2020;2;3;10;194
411;expert;Matthias Griebel;2017;3;3;1;193
412;expert;RNA;2018;4;3;4;193
413;expert;Michael Mellinger;2019;0;2;13;193
414;expert;Jay;2020;1;6;0;193
415;expert;Araik Tamazian;2017;2;1;7;192
416;expert;soham mukherjee;2019;3;6;12;192
417;expert;Ishan Kotian;2019;0;6;19;192
418;expert;dragon zhang;2020;1;3;8;192
419;expert;Vasiliy;2017;2;3;3;190
420;expert;Bo;2017;3;0;2;190
421;expert;Sinan Calisir;2017;1;1;7;189
422;expert;Ankit;2018;0;7;12;188
423;expert;Teck Meng Wong;2021;2;0;5;188
424;expert;Moezilda;2021;0;5;2;188
425;expert;OsciiArt;2017;2;7;9;187
426;expert;Md. Redwan Karim Sony;2019;1;6;15;187
427;expert;Raj Mehrotra;2018;4;2;9;186
428;expert;Ishaan Thareja;2021;0;6;3;186
429;expert;marketneutral;2018;3;4;3;185
430;expert;Rashik Rahman;2020;0;5;13;185
431;expert;Jillani Soft Tech;2021;0;2;11;185
432;master;Luca Basanisi;2018;1;11;12;184
433;master;AndikaRachman;2018;2;8;2;184
434;expert;K_mat;2019;6;1;2;183
435;master;Lathwal;2017;12;5;3;182
436;expert;Loulou;2020;1;6;15;182
437;expert;Hamdalla F. Kareem;2020;0;6;4;182
438;expert;Ekaterina Dranitsyna;2021;1;2;7;182
439;expert;Optimo;2014;2;3;5;181
440;expert;Nischay Dhankhar;2020;1;6;9;181
441;master;Vikas Ukani;2020;1;11;1;181
442;expert;Erwin;2021;0;4;6;181
443;expert;NanoMathias;2017;6;3;3;180
444;expert;Nikita Kozodoi;2016;1;5;8;179
445;master;JasonZivkovic;2017;8;2;9;179
446;expert;Willibrordus Bayu;2021;0;0;12;179
447;expert;Mark Peng;2014;3;0;4;178
448;expert;MaXXX;2016;2;3;7;177
449;expert;Kire;2018;1;2;8;177
450;expert;Jesse Mostipak;2020;2;1;4;176
451;expert;Taha07;2020;0;7;28;176
452;expert;Rishi Damarla;2020;0;1;29;176
453;expert;lhagiimn;2017;2;1;15;175
454;expert;Mekhdi Gakhramanian;2020;1;3;14;175
455;expert;samad azimi abriz;2021;0;2;13;175
456;expert;Arya krishnan A R;2021;0;3;11;174
457;expert;yu4u;2017;2;1;3;173
458;master;nicapotato;2017;5;9;29;173
459;expert;Mariusz Bronowicki;2019;0;7;9;173
460;expert;Ajay Tibrewal;2020;0;8;2;173
461;master;CodeBreaker619;2020;0;10;3;173
462;master;Aguiar;2018;6;6;15;172
463;expert;robga;2018;1;3;4;172
464;expert;Durgance Gaur;2020;2;0;6;172
465;expert;Kashish Rastogi;2020;1;1;5;172
466;expert;Taha Çakýr;2021;0;6;5;172
467;expert;currypurin;2017;2;3;8;171
468;expert;Bruno Aquino;2018;6;1;1;171
469;expert;Mani Sarkar;2019;1;5;13;171
470;expert;Dhruvil Dave;2020;0;5;13;171
471;expert;Bill Cruise;2014;0;0;20;170
472;expert;RSESHA;2016;0;0;19;170
473;master;sahib singh;2020;3;11;4;170
474;expert;vad13irt;2021;0;4;6;170
475;expert;ammarali32;2020;3;1;6;169
476;expert;xuxu_sky;2021;1;2;8;169
477;expert;Vatsal Mavani;2021;2;2;3;169
478;expert;Shruti_Iyyer;2017;3;2;13;168
479;expert;rkaveland;2019;1;1;9;168
480;expert;Akio Saito;2020;1;1;7;168
481;expert;Pankaj Bhowmik;2020;2;5;0;168
482;master;Vishal;2021;0;10;0;168
483;expert;Dev_Youngchan;2021;0;3;10;168
484;expert;jcesquivel;2018;2;2;2;167
485;expert;Johar M. Ashfaque;2018;0;0;21;167
486;expert;Hasan Basri Akçay;2019;0;4;5;167
487;expert;Ruma;2016;0;4;7;166
488;master;Sameer Patel;2021;0;10;1;166
489;expert;Andre Sionek;2018;5;1;3;165
490;expert;Doomsday;2019;6;2;10;165
491;expert;Suyash Lakhani;2021;0;2;13;165
492;expert;Aziz Özmen;2021;0;6;3;165
493;expert;Gilles Vandewiele;2016;1;6;10;164
494;expert;Martin Görner;2020;3;1;4;164
495;expert;Rishabh Agrahari;2017;4;0;4;163
496;master;Serkan Peldek;2018;4;8;8;163
497;expert;tomoo inubushi;2020;2;3;3;163
498;master;Bavalpreet;2019;0;11;11;162
499;expert;Kamal Das <on a break from Kaggle>;2019;0;2;18;162
500;master;nilim;2019;2;8;1;161
501;expert;Markus;2019;4;3;1;160
502;expert;Balraj Ashwath;2018;0;2;25;159
503;expert;Artem;2020;0;4;8;159
504;expert;Ahmed Ashour;2021;1;5;2;159
505;expert;Fatma Kurþun;2018;3;2;12;158
506;master;Mukharbek Organokov;2018;1;9;16;158
507;master;Krutarth Darji;2019;4;6;0;157
508;expert;Sathishkumar;2021;0;3;10;157
509;expert;parisa khatibi;2021;0;2;9;157
510;master;Raju Kumar Mishra;2013;6;7;0;156
511;master;Vincent Lugat;2017;5;8;3;156
512;expert;Denis Larionov;2018;1;1;5;156
513;expert;ITK8191;2019;1;4;13;156
514;master;Utku_Kubilay;2019;3;7;1;156
515;expert;Sina MhD;2020;1;5;5;156
516;master;Deepak Deepu;2020;2;10;3;156
517;expert;stefan schulmeister;2021;2;2;1;156
518;expert;Þafak Türkeli;2021;0;3;6;156
519;expert;Mohamed Hany;2020;0;3;12;155
520;expert;Priyanshu Chaudhary;2020;2;0;4;155
521;master;Jonathan Bouchet;2016;3;13;65;154
522;expert;Andy Penrose;2018;3;3;1;154
523;master;Prashant Kikani;2018;5;11;16;154
524;master;HariKrishna C;2020;0;10;1;154
525;expert;Abid Ali Awan;2021;1;1;12;154
526;expert;Sara Yavari;2021;0;1;11;154
527;expert;Rahul Aggarwal;2015;0;0;21;153
528;expert;nagiss;2019;2;4;6;153
529;expert;Lasal Jayawardena;2021;0;2;13;153
530;master;Eswar Chand;2020;1;10;8;152
531;expert;Gulshan Mishra;2020;1;1;3;152
532;expert;Allohvk;2020;0;7;7;152
533;expert;Sachin Sharma;2020;0;3;23;152
534;expert;datasaurus;2016;2;3;7;151
535;expert;Massoud Hosseinali;2018;4;2;10;151
536;expert;Shubham Singh;2019;1;1;8;151
537;expert;danzel;2016;1;1;7;150
538;expert;tkm2261;2016;2;1;6;149
539;master;Leigh;2018;3;8;9;149
540;expert;Kuldeep Singh Chouhan;2019;3;2;3;148
541;expert;Oscar Villarreal Escamilla;2020;2;3;0;148
542;expert;Drzhuzhe;2020;1;2;7;148
543;expert;Björn;2016;2;4;5;147
544;expert;Pavel Fedotov;2021;0;1;13;147
545;expert;Sandra P;2021;0;3;10;147
546;expert;Patrick Blackwill;2014;0;3;11;146
547;expert;Sven Eschlbeck;2021;0;0;18;146
548;expert;Pavel Motloch;2014;1;1;8;145
549;expert;Raman;2016;2;5;5;145
550;master;Pavel Prokhorov;2018;1;9;7;145
551;expert;Ajaypal Singh;2020;0;3;14;145
552;expert;Harsha Varshney;2020;0;1;14;145
553;expert;Wassim Chouchen;2021;0;1;10;145
554;expert;Kourosh Kouhyar;2021;0;0;15;145
555;master;Bukun;2013;2;16;39;144
556;expert;Dan Ofer;2013;0;5;27;144
557;expert;Alexandru Papiu;2016;5;4;8;144
558;expert;Marsh;2017;2;1;21;144
559;expert;harupy;2018;1;2;4;144
560;master;Mehdi GASMI;2018;0;10;11;144
561;expert;Fatih Bilgin;2019;5;4;2;144
562;expert;Marto93;2019;2;1;3;144
563;expert;Thiago Panini;2019;2;3;6;143
564;expert;Suprema tism;2021;0;5;1;143
565;expert;FunkyMonk;2021;0;4;10;143
566;expert;pouya askari;2021;0;2;16;143
567;expert;Mehul Patole;2021;0;7;3;143
568;master;Shujian Liu;2016;6;6;12;142
569;expert;Gabriel Prado;2020;3;2;2;142
570;expert;Pashupati Gupta;2018;2;2;4;141
571;master;Vikas Singh;2019;1;10;9;141
572;expert;Ahmed Mohamed Mahrous;2021;0;4;7;141
573;expert;Kadir Duran;2021;0;1;9;141
